id,text,digitality_sum,obs,overlap,digital,definition_zeroshot,positive,negative
225.0,"Vice-President Schinas, as well as Commissioners Johannsson and Lenarčič, informed the College about the fires in the Moria refugee camp on the Greek island of Lesbos.",0.0,1,False,False,0.9042181372642517,0.9169446229934692,0.08305536955595016
226.0,"Let me express my sympathy with the people of Lesbos and in particular, the inhabitants of the camp and the workers there on behalf of the College.",0.0,1,False,False,0.8873698711395264,0.9278458952903748,0.07215406745672226
229.0,"Then, Commissioner Hahn debriefed the College on the ongoing negotiations with the European Parliament and the Council on the MFF and Next Generation EU.",1.0,1,False,True,0.8715630173683167,0.8929718732833862,0.10702807456254959
233.0,"I expressed our strong concerns and sought assurances that the UK will fully and timely comply with the Withdrawal Agreement, including the Protocol on Ireland/Northern Ireland.",0.0,1,False,False,0.8871188759803772,0.884892463684082,0.11510757356882095
248.0,"First, we start embedding strategic foresight into our policymaking.",0.0,1,False,False,0.8438583612442017,0.8512892127037048,0.14871081709861755
263.0,"Thirdly, the report outlines the next political programme for strategic foresight.",0.0,1,False,False,0.8457537293434143,0.7141292095184326,0.2858707904815674
264.0,"Foresight will inform EU political priorities, major initiatives in the Commission Work Programmes as well as major cross-cutting initiatives, such as:",0.0,1,False,False,0.8958510756492615,0.8830747604370117,0.1169251799583435
272.0,She expressed the EU's condolences and support to the people of Lebanon in the face of the devastating catastrophe that has hit the city of Beirut and the country as a whole.,0.0,1,False,False,0.8769230842590332,0.9091271758079529,0.09087283164262772
279.0,"The President stressed that the European Union attaches great importance to the unity and stability of Lebanon, which are all the more important today, both internally and for the region. She emphasised that this tragic moment for Lebanon should be the occasion to unite all political forces around a national effort to respond to the many challenges the country is facing. The European Union will stand by Lebanon in this endeavour.",0.0,1,False,False,0.8622987270355225,0.6322131752967834,0.36778688430786133
285.0,"To ensure strong coordination and facilitate rapid progress, President von der Leyen proposed to organise a meeting in this format on a regular basis from mid-September onwards.",0.0,5,True,False,0.8142248392105103,0.8771368265151978,0.12286316603422165
290.0,The participants discussed the timetable of the forthcoming negotiations and the next steps in the process. President Michel provided updates on his bilateral discussions held with Heads of State and Government and on preparations for the European Council meeting on 17-18 July.,0.0,1,False,False,0.8552060127258301,0.8549097776412964,0.145090252161026
296.0,"The President and the Prime Minister also mentioned the upcoming replenishment of Gavi, the Vaccine Alliance.",0.0,1,False,False,0.9081230163574219,0.9135358929634094,0.08646412938833237
298.0,"As the virus continues to spread in the EU and globally, President von der Leyen sent wishes of good health to the Slovenian people.",0.0,1,False,False,0.8202627301216125,0.9320523142814636,0.06794771552085876
300.0,"They stressed the importance of coordinating on border measures and of finding common european solution to the challenges we face. President Pahor welcomed the guidelines on border measures proposed by the Commission, to protect public health and enable the transport of goods and services in the EU.",0.0,1,False,False,0.7753633856773376,0.7390842437744141,0.26091569662094116
303.0,Good afternoon ladies and gentlemen,0.0,1,False,False,0.8891236782073975,0.9137079119682312,0.08629211783409119
375.0,"Thirdly, talent is one thing, but skills are just as important. We need a lot of people to be able to work with Artificial Intelligence. Without that, deployment, especially in small and medium size businesses, will be way too difficult. The digital innovation hubs could be an absolute starting point for more businesses getting on board.",0.0,1,False,False,0.8532325625419617,0.643267810344696,0.3567321300506592
380.0,"In case an AI product or service is identified as high-risk, we would want to have an enforcement mechanism, consisting of a thorough conformity assessment to test that the product or the service is safe before it is put into use.",1.0,1,False,True,0.9109804630279541,0.7831382155418396,0.216861754655838
410.0,"I would also like to welcome Members of the Bundestag Enak Ferlemann, Andreas Mattfeldt, Oliver Grundmann and Daniel Schneider,",0.0,1,False,False,0.8799213767051697,0.907008707523346,0.09299129992723465
412.0,"Dear Members of the Lower Saxony Parliament,",0.0,1,False,False,0.877151608467102,0.9299505352973938,0.07004949450492859
420.0,"That is precisely what the autocrats are fighting against. We have seen the pictures. The torrent of bombs being dropped from Russian drones on Ukraine. The brave Ukrainian soldiers defending their country and its right to self-determination. The pictures of primal hate and unimaginable violence against Jewish life in Israel. The 7 October terror attack by Hamas was the worst mass murder of Jews since the Shoah. Israel is entitled to do everything in its power to ensure that the events of 7 October are never repeated and to free the hostages. At the same time, Israel must do all it can to protect civilians. Because Palestinian civilians in Gaza are also victims of Hamas's cynical machinations.",0.0,1,False,False,0.7784413695335388,0.8553993701934814,0.14460067451000214
422.0,"Hamas's goal is not only to extinguish all Jewish life in Israel but to stir up hatred against Jews worldwide. We can see the impact of that. Antisemitism is on the rise, not only on the internet but openly on the streets of Europe. We are seeing threats against Jewish institutions and against Jewish people. What our fellow Jewish citizens now wish for only one thing from us: solidarity and clear words. And that is the least we can do for them. We must be firm. Our commitment to protect Jewish life is unequivocal. 'Never again‘ means now! Violence against Jews and antisemitism have no place in Europe.",0.0,1,False,False,0.18763843178749084,0.7688552141189575,0.23114483058452606
424.0,"I have just talked about the images that have accompanied us in recent weeks. The situation on the battlefield in Ukraine remains difficult. It is all the more important that we do not forget what the objective of Putin's war was. When Russia invaded Ukraine just under 2 years ago, Putin and many others expected Kyiv to fall in a few days. That did not happen. Instead, the Ukrainians have recovered half the occupied territories. And Ukraine has preserved its freedom and independence. That is a major gain. Russia, by contrast, has lost many thousands of soldiers, huge amounts of military equipment and much of its political influence in the world over the past year. Putin's Russia is economically isolated and now dependent on China. Ukraine, on the other hand, is on the way to becoming a member of the European Union.",0.0,1,False,False,0.33357712626457214,0.6897275447845459,0.3102724254131317
427.0,"In many ways 2024 will be a decisive year. Democracy must stand firm. There will be elections not only in Europe, but also in the USA, in India – the world's largest democracy – and in many other countries. We lost two great Europeans – Wolfgang Schäuble and Jacques Delors – two days after Christmas. They knew each other and held each other in high regard. For them Europe was a lesson from the past and the answer to the major challenges in our future. When Delors was Commission President in 1985-1995, a war – the Yugoslav Wars – was raging on European soil, there was major geopolitical upheaval – the fall of the Berlin Wall – but also profound economic changes. Europe came out of that time bigger and stronger.",0.0,1,False,False,0.6008766293525696,0.7671964168548584,0.2328035980463028
430.0,"Everyone here in Stade and throughout the Elbe-Weser region knows exactly what I am talking about. You are on track to develop the region into a powerhouse for renewable energy. With more than 1 200 wind turbines installed. More than 700 biomass plants. More than 140 partners in an exemplary hydrogen network. With projects ranging from the underground hydrogen storage facility here in Stade to hydrogen trains and the hydrogen-powered planes that Airbus is working on. And, of course, the new LNG terminal, which is being built in record time, here in Stade. This is becoming a model region for the hydrogen economy of the future. And that is something that you can all be really proud of.",0.0,1,False,False,0.8963267803192139,0.6891292929649353,0.3108707368373871
431.0,"A lot is happening right now across Europe. When I started at the Commission, we did not have a single clean steel production site in the EU. Today we have 38. Europe is now attracting more investment in clean hydrogen than the United States and China combined. That is good. But success stories of that type do not just write themselves. There is hard work behind them. Your hard work. But also innovations that come from our unique research landscape. And investment incentives that we are setting quite deliberately at EU level. Because the great goal is, after all, to create clean growth and good jobs here at home.",0.0,5,True,False,0.7717620730400085,0.8226503729820251,0.17734967172145844
434.0,It is not much more than a year since ChatGPT was launched. You know that this is the amazing app that can write whole essays on any conceivable topic within seconds. ChatGPT is the temptation for countless millions of schoolchildren around the globe and the nightmare for teachers.,1.0,1,False,True,0.7968320250511169,0.5225852131843567,0.4774148166179657
437.0,"I have given these examples because they demonstrate one thing. The future of AI is inextricably linked to the future of our democracies. And AI is currently moving faster than even its developers anticipated. Market forces alone will not mitigate risks. Voluntary agreements are good for moving forward quickly, but ultimately we need binding rules. Not Chinese rules nor rules serving the corporate interests of the tech companies, but rules that approximate our European values. Where people are at the centre. This is why the EU presented the first comprehensive law on artificial intelligence. The idea behind it is to give our companies as much freedom as possible in relation to AI so that they can carry out research and grow in Europe. But there is also a need for guardrails. The principles of our social market economy should also apply in the digital era. AI must serve humans, not the other way around.",1.0,1,False,True,0.7291392683982849,0.6410218477249146,0.3589780926704407
440.0,"But there is something else that is very important to me when it comes to migration. Let me first give you some figures. In 2023, an estimated 400 000 to 500 000 people arrived illegally in Europe. The number of asylum applications in the EU – the same application sometimes being lodged several times – increased to one million. This is a legitimate source of frustration and resentment. It cannot continue. And we will take all the necessary steps to deal with it.",0.0,1,False,False,0.303631067276001,0.830452561378479,0.16954749822616577
457.0,"But tonight, I also want to look ahead. Tonight, I want not only to speak about all that Jacques Delors has done for us but on how we can take inspiration from him. Jacques Delors presided the Commission in a period marked by tremendous geopolitical challenges: a horrific war on our continent, a structural reshuffle of the international world order and the profound European aspirations of millions at our borders. As we face today many of the same challenges, let us take inspiration from what he believed in. Jacques Delors believed in peace. He knew that an occupation could never result in a just and lasting peace. He had inherited from his father – a gravely and permanently wounded WWI veteran – the unshakable conviction that mutual respect and constructive dialogue must prevail between nations. Jacques Delors believed in solidarity. He understood – before anyone else – the absolute necessity of enlarging our Union to the East in the immediate aftermath of the fall of the Berlin wall. He understood – before anyone else – the absolute necessity of ensuring cohesion, equity and just wealth distribution among European peoples. And Jacques Delors believed in Europe. He trusted our democratic values and traditions. He trusted our way of life, our attachment to fairness and our commitment to freedom to be a unique source of positive influence in the world. And he trusted that we are never as powerful as when we act all together as Europeans, united behind a common purpose.",0.0,1,False,False,0.6720373630523682,0.7295110821723938,0.2704889178276062
459.0,"The challenges that Delors faced were unique and yet not so distant from those we face today. In this Belgian Presidency, we will also have to focus on restoring our economic competitiveness, reforming our Union and unifying our continent. So once again, we should take inspiration from Jacques Delors. Whatever the difficulties we face, however severe they might appear, we should always remember his advice to future generations: « La Grande Europe a son avenir devant elle. N'ayez pas peur, nous y arriverons. »",0.0,1,False,False,0.7206817269325256,0.7640203833580017,0.2359796017408371
519.0,This is a resounding success. And I congratulate once more the Council and the Parliament for their successful negotiations.,0.0,1,False,False,0.8544742465019226,0.852638840675354,0.1473611444234848
532.0,This is not only a win for the EU and Europe.,0.0,1,False,False,0.8891862034797668,0.8629587888717651,0.13704121112823486
537.0,"Not, at least, on islands.",0.0,1,False,False,0.9024176001548767,0.9131230115890503,0.08687698096036911
547.0,"So, we have reached this agreement.",0.0,1,False,False,0.8759075403213501,0.8453606367111206,0.1546393632888794
560.0,It's amazing what they have achieved. With all the negotiations.,0.0,1,False,False,0.8507895469665527,0.875114917755127,0.12488506734371185
562.0,"And now, we will wait for the Belgian Presidency.",0.0,1,False,False,0.860921323299408,0.9172605276107788,0.08273951709270477
565.0,"And this is, of course, of the utmost importance.",0.0,1,False,False,0.8857479095458984,0.8248112797737122,0.17518866062164307
577.0,And are swifter returns to countries of origin for those not eligible to stay in the European Union.,0.0,1,False,False,0.8787090182304382,0.8734866976737976,0.1265132576227188
609.0,I take immense pride in inaugurating the Horizon Europe Office in Kyiv.,0.0,1,False,False,0.870771050453186,0.9019126296043396,0.09808739274740219
610.0,"This is a monumental achievement, and not only for the whole European R&I ecosystem.",0.0,1,False,False,0.89173424243927,0.8622086048126221,0.13779141008853912
611.0,It is also a testament to the enduring spirit of the Ukrainian people.,0.0,1,False,False,0.8869152069091797,0.7659167051315308,0.23408329486846924
635.0,To displace your inventors and your scholars into the trenches.,0.0,1,False,False,0.8427656888961792,0.9147611260414124,0.08523884415626526
636.0,To divert your R&I funds toward the war efforts.,0.0,1,False,False,0.7889788150787354,0.9302908182144165,0.0697091817855835
656.0,It will amplify Ukrainian participation in our R&I programme.,0.0,1,False,False,0.8690508008003235,0.8886270523071289,0.1113729476928711
662.0,"Because we, as the European Union, will also learn immensely from this renewed, strengthened relationship.",0.0,1,False,False,0.8509069085121155,0.8655727505683899,0.1344272494316101
664.0,"We will learn from your resilience and innovative spirit, against all odds, at times of unspeakable duress.",0.0,5,True,False,0.866863489151001,0.8784787058830261,0.12152132391929626
757.0,I'm delighted to be standing here with Ministers and representatives of Europe's wind industry for the signature of the Wind Charter.,0.0,1,False,False,0.8378326892852783,0.859595537185669,0.14040444791316986
785.0,"So thank you, once again, Teresa. It has been a pleasure to work with you and we have delivered.",0.0,1,False,False,0.8609347939491272,0.869916558265686,0.13008345663547516
802.0,"Also, in the margins of this Council, I also signed the Memorandum of Understanding for South-West Europe and witnessed the signature of political declaration on implementing the synchronisation of the Baltic States between Poland, Lithuania, Latvia and Estonia.",0.0,1,False,False,0.9140563607215881,0.7458776831626892,0.2541223168373108
963.0,"We even have participants from EU candidate countries, including Ukraine, Georgia and Moldova.",0.0,1,False,False,0.8718960285186768,0.8781395554542542,0.12186050415039062
1085.0,"When Zamzam's husband was murdered, she was forced to flee her home in Sudan for a refugee camp in Chad. Leaving her whole world behind.",0.0,1,False,False,0.7697911262512207,0.8768051862716675,0.12319475412368774
1103.0,Strengthen the Humanitarian-Development-Peace Nexus.,0.0,5,True,False,0.8864873647689819,0.9208941459655762,0.07910583913326263
1108.0,We owe it to Zamzam and millions like her.,0.0,1,False,False,0.8731662631034851,0.8962011337280273,0.10379888117313385
1114.0,I thought that Putin is surprised by what we have achieved.,0.0,5,True,False,0.8634998202323914,0.917841374874115,0.0821586400270462
1120.0,We have also been supporting Afghans. We gave humanitarian corridors to Afghans in need.47.000 directly to the European Union.,0.0,1,False,False,0.8748372197151184,0.8738071322441101,0.1261928230524063
1127.0,And I announce today that the pledges for resettlement from the EU Member States are going up.,0.0,1,False,False,0.8514717817306519,0.9141130447387695,0.08588693290948868
1129.0,"So, despite all that we are doing for the Ukrainians.",0.0,1,False,False,0.8634627461433411,0.9173144102096558,0.08268561214208603
1135.0,"So, I saw all these children and women, mainly, freezing, afraid.",0.0,1,False,False,0.8582218885421753,0.9224056601524353,0.07759431004524231
1148.0,And that was very much by setting up the Solidarity Platform.In the beginning the Solidarity Platform met every day.,0.0,1,False,False,0.5476734042167664,0.7206499576568604,0.27935001254081726
1154.0,"Moldova is not a Member State yet, but Moldova took a lot of responsibility.",0.0,1,False,False,0.8679683804512024,0.8500540852546692,0.1499459445476532
1155.0,"And I would like to thank you, Adrian, for being here.",0.0,1,False,False,0.8699581623077393,0.902324378490448,0.097675621509552
1161.0,"So, that was also why I reached out immediately both to Ukraine and to Europol.",0.0,5,True,False,0.8662185072898865,0.9069485664367676,0.09305141121149063
1181.0,And we will support the Ukrainian path towards EU membership.,0.0,1,False,False,0.8759257197380066,0.9271538853645325,0.07284613698720932
1208.0,"Let me start by wholeheartedly thanking the Presidency and Dr Sultan, you in particular, for your leadership, your vision and your tremendous tenacity, and that of your team, and the team of Simon Steill for all their work and all their contribution.",0.0,5,True,False,0.8474647998809814,0.7859718203544617,0.2140282243490219
1210.0,"We have found it a tremendous privilege to work alongside all of you from wherever you are, from Africa, Latin America, the Caribbean, North America, Asia, the Pacific, and the Middle East. To team up, to bridge the divide and to unite.",1.0,5,True,True,0.8865929245948792,0.7530097961425781,0.24699021875858307
1239.0,"Now, a new winter of struggle approaches for Ukraine. We have a duty to be clear-eyed about what we have achieved so far and what lies ahead. When Russia invaded Ukraine, many feared that Kyiv would fall within days. That did not happen. Instead, Ukraine has driven Russia out of half of the territories it had captured. At sea, Ukraine has pushed back Russia's fleet and re-opened the maritime corridor to deliver grain to the world. I think this is completely underreported. In the air, Ukraine has become incredibly effective at shooting down Russian missiles and drones. And on land, Ukraine is imposing massive losses on Russia. Tens of thousands of young Russian soldiers get killed or wounded every week. And further away from the battlefield, Finland has become a NATO member. Sweden soon will be. Ukraine is on its way to EU membership.",0.0,1,False,False,0.41067686676979065,0.7495431900024414,0.2504567801952362
1277.0,"We should also be mindful of our international obligations, without jeopardising security and data protection.",1.0,1,False,True,0.852713406085968,0.8885934948921204,0.11140649765729904
1314.0,"Today is a very good day, for the European Union and for the people of Andorra and San Marino.",0.0,1,False,False,0.8648148775100708,0.9006511569023132,0.09934890270233154
1317.0,"Indeed, this morning I presented to our Member States in the General Affairs Council the state of play of our negotiations for an Association Agreement.",0.0,1,False,False,0.8107553124427795,0.872959315776825,0.12704071402549744
1318.0,"And as I informed the ministers earlier today, I am delighted to inform you as well that we have reached an agreement at negotiators' level.",0.0,5,True,False,0.870684802532196,0.8661724328994751,0.1338275671005249
1346.0,"With that, I pass the floor to Xavier Espot, Head of Government of Andorra.",0.0,1,False,False,0.8718151450157166,0.9106388688087463,0.08936112374067307
1360.0,The war brings unspeakable suffering to the Ukrainian people.,0.0,1,False,False,0.904329776763916,0.9231095314025879,0.0768904760479927
1363.0,Some of the damage will be irreparable for years.,0.0,1,False,False,0.8400465846061707,0.8129451870918274,0.1870548129081726
1364.0,President Zelenskyy denounced the destruction of the Kakhovka Dam as ‘ecocide' and the ‘worst environmental disaster in Ukraine since Chernobyl'.,0.0,1,False,False,0.9054936766624451,0.9266812205314636,0.07331880927085876
1369.0,The EU condemns in the strongest terms the damages to nature caused by the Russian Federation in Ukraine. Perpetrators must be held to account and damages must be compensated.,0.0,1,False,False,0.8714879751205444,0.8084994554519653,0.19150051474571228
1538.0,"An estimated 800,000 people need to be reskilled by 2025, and the battery industry is creating more than 700 different types of job.",1.0,5,True,True,0.8635739684104919,0.8791863322257996,0.12081363052129745
1552.0,One is to increase funding. The other is to decrease needs.,0.0,1,False,False,0.8184634447097778,0.8613278269767761,0.1386721432209015
1561.0,But we have not stopped there.,0.0,1,False,False,0.8860521912574768,0.8500924706459045,0.14990751445293427
1569.0,We see this in the ongoing catastrophic humanitarian situation in Gaza.,0.0,1,False,False,0.8803986310958862,0.9308721423149109,0.06912785768508911
1581.0,These are some of the actions I wanted to outline.,0.0,1,False,False,0.8814519047737122,0.7937251329421997,0.2062748670578003
1696.0,"The sooner we do it, the less painful it will be.",0.0,1,False,False,0.8759692907333374,0.889718770980835,0.11028120666742325
1728.0,Thank you so much again and ‘Chag Chanukah Sameach'.,0.0,1,False,False,0.8706783652305603,0.9213087558746338,0.07869119942188263
1740.0,We have already collectively committed to phase out fossil fuel subsidies. This commitment cannot just be an aspirational target anymore.,0.0,5,True,False,0.8602058291435242,0.7150428891181946,0.2849571406841278
1745.0,"Dear ladies and gentlemen, dear friends, a very good afternoon to all of you.",0.0,1,False,False,0.8777965307235718,0.9129451513290405,0.08705487847328186
1997.0,"For example, you can try many European organic products this evening produced by our farmers who follow more sustainable practices and apply nature-friendly agriculture techniques.",0.0,1,False,False,0.8746703863143921,0.8560337424278259,0.14396630227565765
2000.0,"We must continue this work, because it is clear that food is our past, our present, and our future.",0.0,1,False,False,0.8434848785400391,0.8337379693984985,0.16626201570034027
2097.0,Thank you very much for the invitation to contribute to today's debate.,0.0,1,False,False,0.878555417060852,0.8823296427726746,0.11767030507326126
2157.0,"As the election date approaches, the voices attacking the green transition are getting louder. The political pendulum will likely not be gracious to the green agenda.",0.0,1,False,False,0.86983722448349,0.82185959815979,0.17814041674137115
2183.0,"Today, I am not accompanied by the Spanish Presidency of the Council, who represent all 27 national governments of the European Union, but by the Head of the Delegation of the European Parliament, Peter Liese.",0.0,1,False,False,0.8790779113769531,0.9232571721076965,0.07674280554056168
2193.0,This was also my message to Dr Sultan when we met with him yesterday morning.,0.0,1,False,False,0.8766483068466187,0.8874229788780212,0.11257701367139816
2235.0,"First, we are coming forward with rules on the welfare of cats and dogs for the first time. There are more than 150 million cats and dogs, living as pets, with almost half of all EU households home to at least one.",0.0,5,True,False,0.6830015778541565,0.7640148997306824,0.23598511517047882
2322.0,"If we take one example, silicon, we see it predominantly sourced from a very small number of countries, with China being a major producer.",1.0,1,False,True,0.8155878782272339,0.894902229309082,0.10509773343801498
2323.0,That's also true for other key components like gallium and germanium.,0.0,1,False,False,0.8735114932060242,0.8732126951217651,0.12678728997707367
2330.0,"If we increase the recycling and refurbishing of solar panels, we avoid landfilling electronic waste, and we cut pollution. More circularity will be essential for our long-term competitiveness, our strategic autonomy, and our sustainability.",0.0,1,False,False,0.9277528524398804,0.7752013802528381,0.22479861974716187
2365.0,The second legislative proposal concerns the welfare of dogs and cats and their traceability.,0.0,1,False,False,0.9098417162895203,0.8951008915901184,0.1048990786075592
2381.0,Today's package on animal welfare initiatives reflect our commitment to animal welfare.,0.0,1,False,False,0.8319770097732544,0.7231277823448181,0.27687227725982666
2384.0,"I wholeheartedly thank you for your hard work, dedication and commitment.",0.0,1,False,False,0.8644740581512451,0.8802239894866943,0.11977608501911163
2387.0,"In the meantime, I wish you all a very fruitful meeting.",0.0,1,False,False,0.8567239046096802,0.8896873593330383,0.11031267791986465
2414.0,"Thanks to you, survivor voices are heard.",0.0,1,False,False,0.8758174777030945,0.899856448173523,0.10014357417821884
2420.0,"80% of Europeans support my proposal, according to Eurobarometer.",0.0,1,False,False,0.8272079825401306,0.9063456654548645,0.09365431219339371
2421.0,A poll by Ecpat confirms this overwhelming support.,0.0,1,False,False,0.8537725806236267,0.8155770301818848,0.18442294001579285
2425.0,To Guido I say: thank you for this initiative.,0.0,1,False,False,0.8699604272842407,0.8863961100578308,0.11360391229391098
2426.0,Thank you for this petition in support of my proposal.,0.0,1,False,False,0.8643439412117004,0.8846704363822937,0.11532954126596451
2427.0,And thank you – all of you.,0.0,1,False,False,0.8586758971214294,0.9038603901863098,0.09613966941833496
3461.0,And even managing to climb out of the water onto the reef.,0.0,1,False,False,0.896386981010437,0.9157344698905945,0.08426555246114731
3484.0,Because they are part of the international organised criminal groups. These smuggling networks.,0.0,1,False,False,0.8766514658927917,0.9274381399154663,0.07256189733743668
3657.0,"As you heard today, the OECD is finalising its analysis on the feasibility and relevance of potential future SIFAs in the Southern neighbourhood. The domestic investment frameworks in the countries concerned, namely Algeria, Egypt, Jordan, Morocco and Tunisia, could benefit from investment facilitation frameworks and policies. SIFAs would allow our partners to attract more FDI, and also harness potential positive benefits to realise their Sustainable Development Goals, including in respect of job creation and skills.",0.0,1,False,False,0.8226043581962585,0.7019394636154175,0.2980605363845825
5164.0,"Furthermore, our Public Health Expert Group brings together experts from EU Member States, Norway and Iceland to advise us and transfer of best practices on communicable diseases.",0.0,1,False,False,0.8671061396598816,0.8689653873443604,0.13103459775447845
7469.0,"Of course, we discuss climate files like this one, with the binding goals of the European Climate Law in mind.",0.0,1,False,False,0.8321442008018494,0.7402190566062927,0.2597808837890625
13055.0,But they do not help us reach the 5 million commitment we made.,0.0,1,False,False,0.8411496877670288,0.8735752105712891,0.12642481923103333
13593.0,"We are committed to continue cooperating with the ECA towards further alignment of our respective methodologies, as far as our limits and mandates permit. I would like to minimise, as much as possible, the differences that every year are detected in our respective assessments. We must give predictability to beneficiaries when they are audited. And that is why I value so much our debates like here today.",0.0,1,False,False,0.7564888596534729,0.7671753764152527,0.2328246682882309
13661.0,"Disinformation is not a party-political issue. It is a threat to the foundation of our democracy, that is trust. Because it seeks to muddy the waters so much that facts and fake news become impossible to distinguish. So how did we address this? With the Digital Services Act. Europe was first to define clear responsibilities for online platforms to tackle the spread of harmful content. In parallel, we have kept an open channel for dialogue with tech companies. And we developed with them a ""Code of Practice on Disinformation"" – which has become an international benchmark, on how to empower fact-checkers, and how to cut revenues for those who spread lies.",1.0,1,False,True,0.7974572777748108,0.5624594688415527,0.43754053115844727
15921.0,The challenges facing these communities are clear to see.,0.0,1,False,False,0.8673103451728821,0.8412532806396484,0.15874673426151276
16646.0,We have to make sure you have the capacity to investigate.,0.0,1,False,False,0.8565723896026611,0.8827956318855286,0.11720436811447144
17897.0,"While this is the first prohibition decision based purely on ecosystem concerns, it does not mean that it is entirely novel. We have previously investigated mergers raising non-horizontal concerns in digital markets, and we have intervened in a number of cases. Today's decision is also in line with the observations on ecosystems in the Commission's report on Competition policy for the digital era from 2019, which specifically recommends looking more into those concerns.",1.0,1,False,True,0.8154678344726562,0.6709101796150208,0.329089879989624
18684.0,"Ladies and gentlemen, your support so far has been essential.",0.0,1,False,False,0.8511403203010559,0.9031610488891602,0.09683901816606522
18974.0,"At the global level, child participation is a right in the UN Convention on the Rights of the Child.",0.0,1,False,False,0.8355832099914551,0.7732487320899963,0.22675123810768127
